worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate
21628557,5DA301F4751485B9044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0
31222228,7120177,5,1,5,0,clixsense,IND,40,Hyderabad,124.123.75.74,,,0,,0.8,0
33256761,D993B6AE593A0E11BD9CE4BD64DFB8C1,15,1,7,0,neodev,VEN,25,Caracas,186.90.25.52,,,0,,0.8571,300
33519110,03B19902BEFD797093CA06397A287A80,5,3,5,0,neodev,VEN,15,Aragüita,190.77.54.27,,,0,,0.4,300
34765129,8147753,10,0,6,0,clixsense,UKR,25,Uzhgorod,37.52.140.161,,,0,,1.0,300
35221409,8302628,0,0,0,0,clixsense,,,,,,,0,,1.0,0
36242343,3421603,0,0,0,0,clixsense,,,,,,,0,,1.0,0
38436499,AAED689DBB3FA9AD008D8D1D7EF00A28,0,0,0,0,neodev,,,,,,,0,,1.0,0
38661505,F3148CA8F186D8753C3F520A53732EBF,5,0,5,0,neodev,VEN,19,Agua Fría,181.34.57.23,,,0,,1.0,0
38762820,2945BA3EA6EEA7DBC338D6D1E28E12C0,0,0,0,0,neodev,,,,,,,0,,1.0,0
39111551,52399D3A4FDD3DB809A3246400FC988C,15,1,7,0,neodev,RUS,54,Omsk,92.124.141.76,,,0,,0.8571,450
39759810,981050482DD957D6F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
40196184,9A13FB43B4C0BDCEC72447F05A7256A4,25,2,9,0,neodev,MKD,E2,Ohrid,79.141.127.41,,,0,,0.7778,500
40844612,D90A7C8DC8F1CA37B2BF0A8E0CA6A523,5,1,5,0,neodev,TUR,58,Sivas,78.188.24.86,,,0,,0.8,300
41436427,D33BB7CF72FBAFEAAA5E3A041481982C,0,0,0,0,neodev,,,,,,,0,,1.0,0
42488337,10865508,5,0,5,0,clixsense,TUR,71,Konya,94.120.49.218,,,0,,1.0,300
42999860,B230C8AFBD39F69313B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
43145260,11091412,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43340806,5743CA1996AF79C113B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
43514164,4F336690D46AE24E0CAD5F2CDE485D23,5,0,5,0,neodev,VEN,04,Maracay,201.208.16.141,,,0,,1.0,0
43636927,AB4E7D59DD78A9DBB6CB1911CE467178,5,1,5,0,neodev,COL,21,Cucuta,181.57.75.65,,,0,,0.8,0
43644467,44AED49414533E2D8D7FCC5998E70925,0,0,0,0,neodev,,,,,,,0,,1.0,0
43649248,11433511,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43650017,6BA6C23B355BE41E1C4225EF31E8C1E3,15,0,7,0,neodev,VEN,25,Caracas,186.89.16.215,,,0,,1.0,300
43661460,851C35AF2BB6847A5A177E0B4883CD7E,5,1,5,0,neodev,VEN,25,Caracas,190.198.90.224,,,0,,0.8,300
43726491,11578457,5,2,5,0,clixsense,UKR,09,Khmelnitskiy,188.163.33.27,,,0,,0.6,0
43765666,E868762DF89310B1008D8D1D7EF00A28,5,0,5,0,neodev,VEN,07,Valencia,201.243.201.113,,,0,,1.0,0
43890356,CA9EB98547BEA339514FB4CA2928E334,0,0,0,0,neodev,,,,,,,0,,1.0,0
43937503,F62EA19E070C11B8B54F3332206396E9,5,1,5,0,neodev,VEN,25,Caracas,186.167.251.16,,,0,,0.8,300
43953345,12002745,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43988022,12058564,5,2,5,0,clixsense,UKR,14,Bryanka,195.3.134.75,,,0,,0.6,300
44023714,3DB0EBE2B41E95E6BE2CB08758655D00,0,0,0,0,neodev,,,,,,,0,,1.0,0
44027106,12122826,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44031495,12129694,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44055494,BB882BACE5B245D30838C9B4A7C5B92A,0,0,0,0,neodev,,,,,,,0,,1.0,0
44073667,21423B5CBCF66D5A498878444F81137D,5,2,5,0,neodev,VEN,25,Caracas,201.209.237.86,,,0,,0.6,0
44081843,0A47BC9E17BFB0B5C72447F05A7256A4,0,0,0,0,neodev,,,,,,,0,,1.0,0
44082071,17568D77A96948F0204CFC72B9696897,5,1,5,0,neodev,VEN,20,San Cristóbal,201.208.48.75,,,0,,0.8,0
44112574,EB52D5D2309BFB596B390050D52FDAD3,15,2,7,0,neodev,VEN,13,Agua Viva,181.208.120.233,,,0,,0.7143,300
44112921,12263142,5,2,5,0,clixsense,TUR,58,Sivas,78.188.24.86,,,0,,0.6,0
44135638,76B461DCE4953C20228BDA32B94EEF9C,10,2,6,0,neodev,VEN,11,Amparo,190.97.240.105,,,0,,0.6667,300
44144587,9F5A0BEE5E2908480CAD5F2CDE485D23,0,0,0,0,neodev,,,,,,,0,,1.0,0
44164525,4AFB389FCA07BEABD484BCC6EFBF03F5,0,0,0,0,neodev,,,,,,,0,,1.0,0
44193194,5871B99029A6AE68667AD9B74FE239D0,0,0,0,0,neodev,,,,,,,0,,1.0,0
44205552,E7D35905BDE6BDF7472838DCC118E03B,0,0,0,0,neodev,,,,,,,0,,1.0,0
44219383,91FA2EF06D4778BCFD55B23693B99944,10,0,6,0,neodev,VEN,04,Santa Cruz,190.198.7.122,,,0,,1.0,300
44222862,6ED2B421E5C4E2560CAD5F2CDE485D23,0,0,0,0,neodev,,,,,,,0,,1.0,0
44249295,12451153,15,1,7,0,clixsense,TUR,38,Kayseri,88.230.27.112,,,0,,0.8571,300
44282086,8B9DFECC9EA7AAACCE3844F281772807,0,0,0,0,neodev,,,,,,,0,,1.0,0
44311593,B0778F9AB249AF7E0CAD5F2CDE485D23,20,1,8,0,neodev,VEN,25,Caracas,190.142.253.189,,,0,,0.875,300
44322809,E1EEEBAD7447D7ADD484BCC6EFBF03F5,15,2,7,0,neodev,VEN,12,Altagracia De Orituco,190.206.221.211,,,0,,0.7143,300
44324141,95DFC8FFB45275AF494FC5F3416EDE71,5,0,5,0,neodev,UKR,25,Uzhgorod,194.44.151.213,,,0,,1.0,300
44344153,7AEB20C2BB72D816AA86FF6CD252D13D,0,0,0,0,neodev,,,,,,,0,,1.0,0
44380897,B40FDC8391F140EB8D7FCC5998E70925,15,2,7,0,neodev,VEN,04,Maracay,190.38.40.246,,,0,,0.7143,450
44392447,45BF709DE1940FB9204CFC72B9696897,5,2,5,0,neodev,VEN,19,Altagracia,190.75.30.210,,,0,,0.6,0
44393659,6F032C7E3C4577BDF9D662152EE91CFF,0,0,0,0,neodev,,,,,,,0,,1.0,0
44403422,398756B9C1B9A2CADEC62BDF2B4C9E80,10,1,6,0,neodev,VEN,07,Guacara,186.89.109.185,,,0,,0.8333,300
44461098,12848119,5,1,5,0,clixsense,VEN,25,Caracas,186.167.243.62,,,0,,0.8,0
44535159,12993059,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44537782,F1603CB26ED104396E334AF42C1D2A3F,0,0,0,0,neodev,,,,,,,0,,1.0,0
44577724,78E06E9E105AC0BB4B7AEA85440565A3,5,1,5,0,neodev,PER,08,Cusco,179.6.34.25,,,0,,0.8,0
44591122,13108882,5,3,5,0,clixsense,UKR,04,Pyatikhatki,91.227.150.17,,,0,,0.4,300
44777891,B27BA5223E9A56D387D9602DE7E4D81B,5,0,5,0,neodev,VEN,25,Caracas,190.38.147.52,,,0,,1.0,300
44812982,13554142,45,2,13,0,clixsense,TUR,71,Konya,176.240.100.89,,,0,,0.8462,675
44816080,13558764,10,1,6,0,clixsense,TUR,38,Kayseri,88.247.158.222,,,0,,0.8333,300
44833585,E115A04F41DA10A5E072395DC2023399,5,1,5,0,neodev,VEN,07,Valencia,201.249.21.60,,,0,,0.8,0
44857692,13631472,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44862947,538CF3794BCC14B9DEF77F94FE295A6E,25,3,9,0,neodev,VEN,04,Maracay,190.206.39.35,,,0,,0.6667,300
44911583,AF33FF42F97F14E53A7EF6E57C5562DE,0,0,0,0,neodev,,,,,,,0,,1.0,0
44922586,13777342,5,0,5,0,clixsense,UKR,03,Chernivtsi,176.120.43.224,,,0,,1.0,0
44978906,13899540,0,0,0,0,clixsense,,,,,,,0,,1.0,0
44980817,B6F82F34E780F6DB6B390050D52FDAD3,0,0,0,0,neodev,,,,,,,0,,1.0,0
44991975,C5D6392854EC11E316C8E61001D64B85,5,0,5,0,neodev,VEN,25,Caracas,186.167.245.148,,,0,,1.0,0
45011048,CBBC2027F8D520FF8FB2D67A827566BC,0,0,0,0,neodev,,,,,,,0,,1.0,0
45024159,14002892,15,0,7,0,clixsense,TUR,68,Ankara,176.43.216.218,,,0,,1.0,450
45029834,14016530,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45048956,4B9FFD01870061D9E0F410E778370DBC,5,2,5,0,neodev,VEN,15,Aragüita,190.153.32.64,,,0,,0.6,300
45053499,14075343,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45053577,14075571,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45065368,14109086,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45068351,14117366,5,3,5,0,clixsense,VEN,25,Caracas,190.37.29.57,,,0,,0.4,0
45070009,36E011A1107B556CBACEFE911F27E775,5,1,5,0,neodev,VEN,07,Valencia,200.109.18.207,,,0,,0.8,0
45071653,14129598,5,1,5,0,clixsense,VEN,07,Valencia,186.185.149.159,,,0,,0.8,300
45101169,4EA355BE7EF5B1E02EFD2A28AE2C3FB7,0,0,0,0,neodev,,,,,,,0,,1.0,0
45103225,626CAC28750EFED70CAD5F2CDE485D23,5,3,5,0,neodev,VEN,18,Acarigua,200.84.97.247,,,0,,0.4,300
45121092,14279427,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45144014,14360400,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45156095,357,5,0,5,0,feca,VEN,13,Barquisimeto,200.84.166.31,,,0,,1.0,0
45156115,355,5,2,5,0,feca,ITA,06,Udine,5.170.70.196,,,0,,0.6,300
45156560,488,0,0,0,0,feca,,,,,,,0,,1.0,0
45156664,513,25,1,9,0,feca,VEN,25,Caracas,200.84.54.120,,,0,,0.8889,500
45157591,674,10,1,6,0,feca,RUS,51,Nizhniy Novgorod,83.102.234.19,,,0,,0.8333,600
45158821,1083,10,0,6,0,feca,PER,13,Trujillo,190.237.60.6,,,0,,1.0,600
45158930,1160,0,0,0,0,feca,,,,,,,0,,1.0,0
45158942,1155,0,0,0,0,feca,,,,,,,0,,1.0,0
45161051,2186,0,0,0,0,feca,,,,,,,0,,1.0,0
45161396,1086,5,2,5,0,feca,EGY,11,Cairo,102.188.96.125,,,0,,0.6,0
45161651,2503,5,1,5,0,feca,EGY,11,Cairo,156.222.202.244,,,0,,0.8,300
45164659,3486,15,1,7,0,feca,VNM,44,Hanoi,123.16.237.114,,,0,,0.8571,300
45166270,3867,5,0,5,0,feca,SRB,00,Belgrade,87.116.178.74,,,0,,1.0,300
45169521,4585,5,2,5,0,feca,SRB,02,Subotica,178.222.149.248,,,0,,0.6,0
45173767,5714,0,0,0,0,feca,,,,,,,0,,1.0,0
45176516,6445,0,0,0,0,feca,,,,,,,0,,1.0,0
45176762,6485,0,0,0,0,feca,,,,,,,0,,1.0,0
45178198,6952,0,0,0,0,feca,,,,,,,0,,1.0,0
45178313,EC64C08FA3168DC2EEFE8AB986B65DBB,5,3,5,0,neodev,VEN,07,Valencia,200.109.6.110,,,0,,0.4,300
45183234,9101,5,2,5,0,feca,RUS,54,Omsk,92.124.161.167,,,0,,0.6,300
45183261,9112,0,0,0,0,feca,,,,,,,0,,1.0,0
45184408,9614,5,2,5,0,feca,BIH,01,Sanski Most,92.36.238.245,,,0,,0.6,300
45184618,9757,5,1,5,0,feca,EGY,11,Cairo,154.238.179.180,,,0,,0.8,300
45185021,9952,5,1,5,0,feca,VEN,13,Barquisimeto,201.248.211.138,,,0,,0.8,0
45185100,9997,0,0,0,0,feca,,,,,,,0,,1.0,0
45185660,10288,0,0,0,0,feca,,,,,,,0,,1.0,0
45186341,1855,0,0,0,0,feca,,,,,,,0,,1.0,0
45186510,10696,0,0,0,0,feca,,,,,,,0,,1.0,0
45186517,10699,5,3,5,0,feca,RUS,48,Moscow,78.153.150.232,,,0,,0.4,300
45186523,10701,0,0,0,0,feca,,,,,,,0,,1.0,0
45186536,10707,0,0,0,0,feca,,,,,,,0,,1.0,0
45186548,10711,0,0,0,0,feca,,,,,,,0,,1.0,0
45186972,10910,0,0,0,0,feca,,,,,,,0,,1.0,0
45187550,E728B767C8E1C6EBF063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
45189062,11927,5,3,5,0,feca,VEN,15,Aragüita,200.82.143.107,,,0,,0.4,300
45190845,12980,0,0,0,0,feca,,,,,,,0,,1.0,0
45190861,12982,0,0,0,0,feca,,,,,,,0,,1.0,0
45190868,12995,0,0,0,0,feca,,,,,,,0,,1.0,0
45190878,13002,0,0,0,0,feca,,,,,,,0,,1.0,0
45194232,13962,0,0,0,0,feca,,,,,,,0,,1.0,0
45194293,13984,0,0,0,0,feca,,,,,,,0,,1.0,0
45194425,14025,0,0,0,0,feca,,,,,,,0,,1.0,0
45194436,14044,0,0,0,0,feca,,,,,,,0,,1.0,0
45195403,14385,30,1,10,0,feca,SRB,00,Belgrade,77.243.23.59,,,0,,0.9,400
45196717,14671,0,0,0,0,feca,,,,,,,0,,1.0,0
45200744,9831,5,2,5,0,feca,VEN,13,Barquisimeto,200.82.213.159,,,0,,0.6,0
45215691,9890350E3480B0E06B390050D52FDAD3,5,1,5,0,neodev,VEN,13,Barquisimeto,201.248.215.43,,,0,,0.8,300
45221754,14594698,5,1,5,0,clixsense,UKR,"","",37.73.213.152,,,0,,0.8,300
45224817,9EA3EFD843F50E5230A97108728B0765,0,0,0,0,neodev,,,,,,,0,,1.0,0
45237454,25371,0,0,0,0,feca,,,,,,,0,,1.0,0
45237491,25379,0,0,0,0,feca,,,,,,,0,,1.0,0
45237504,25384,0,0,0,0,feca,,,,,,,0,,1.0,0
45241997,26510,0,0,0,0,feca,,,,,,,0,,1.0,0
45248540,28082,5,0,5,0,feca,EGY,11,Cairo,156.217.210.183,,,0,,1.0,0
45249567,33E4A7CA28CA15B5890DB111AF121511,5,1,5,0,neodev,VEN,25,Caracas,201.211.139.166,,,0,,0.8,0
45250995,28689,5,0,5,0,feca,VEN,25,Caracas,190.79.72.245,,,0,,1.0,300
45251401,28790,5,0,5,0,feca,COL,26,Bucaramanga,170.80.11.15,,,0,,1.0,0
45256660,30248,0,0,0,0,feca,,,,,,,0,,1.0,0
45256697,30266,0,0,0,0,feca,,,,,,,0,,1.0,0
45256707,30267,0,0,0,0,feca,,,,,,,0,,1.0,0
45256737,30275,0,0,0,0,feca,,,,,,,0,,1.0,0
45270976,33818,5,0,5,0,feca,VEN,07,Valencia,190.153.77.71,,,0,,1.0,0
45286700,37853,0,0,0,0,feca,,,,,,,0,,1.0,0
45293899,39575,0,0,0,0,feca,,,,,,,0,,1.0,0
45297644,14823486,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45299574,40878,0,0,0,0,feca,,,,,,,0,,1.0,0
45302939,14837863,5,2,5,0,clixsense,USA,VA,Manassas,23.105.1.44,,,0,,0.6,0
45303376,41895,35,2,11,0,feca,USA,WA,Seattle,207.188.176.201,,,0,,0.8182,525
45304457,42207,0,0,0,0,feca,,,,,,,0,,1.0,0
45305145,42444,0,0,0,0,feca,,,,,,,0,,1.0,0
45305916,40678,0,0,0,0,feca,,,,,,,0,,1.0,0
45305979,14847985,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45306083,42684,0,0,0,0,feca,,,,,,,0,,1.0,0
45306117,42692,0,0,0,0,feca,,,,,,,0,,1.0,0
45306487,42802,0,0,0,0,feca,,,,,,,0,,1.0,0
45306521,42807,0,0,0,0,feca,,,,,,,0,,1.0,0
45306578,42824,0,0,0,0,feca,,,,,,,0,,1.0,0
45306591,42825,0,0,0,0,feca,,,,,,,0,,1.0,0
45306682,42839,0,0,0,0,feca,,,,,,,0,,1.0,0
45306703,42842,0,0,0,0,feca,,,,,,,0,,1.0,0
45308563,43363,0,0,0,0,feca,,,,,,,0,,1.0,0
45308987,43539,0,0,0,0,feca,,,,,,,0,,1.0,0
45313080,44936,0,0,0,0,feca,,,,,,,0,,1.0,0
45325613,14906876,5,0,5,0,clixsense,VEN,14,Mérida,186.95.141.158,,,0,,1.0,0
45329903,49072,0,0,0,0,feca,,,,,,,0,,1.0,0
45332297,49699,5,1,5,0,feca,USA,VA,Manassas,172.241.234.231,,,0,,0.8,0
45335520,50406,0,0,0,0,feca,,,,,,,0,,1.0,0
45335525,50407,0,0,0,0,feca,,,,,,,0,,1.0,0
45335589,50416,0,0,0,0,feca,,,,,,,0,,1.0,0
45335884,50468,0,0,0,0,feca,,,,,,,0,,1.0,0
45335967,50483,0,0,0,0,feca,,,,,,,0,,1.0,0
45336057,50508,0,0,0,0,feca,,,,,,,0,,1.0,0
45337443,50824,0,0,0,0,feca,,,,,,,0,,1.0,0
45337468,50828,0,0,0,0,feca,,,,,,,0,,1.0,0
45337479,50831,0,0,0,0,feca,,,,,,,0,,1.0,0
45339617,73B8FF7B3C59ED22B6CD945299117BED,0,0,0,0,neodev,,,,,,,0,,1.0,0
45340783,51609,5,1,5,0,feca,VEN,02,Bergantín,186.89.241.123,,,0,,0.8,0
45349443,53509,0,0,0,0,feca,,,,,,,0,,1.0,0
45349807,53596,0,0,0,0,feca,,,,,,,0,,1.0,0
45349836,53605,0,0,0,0,feca,,,,,,,0,,1.0,0
45354724,14274968,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45356720,55045,0,0,0,0,feca,,,,,,,0,,1.0,0
45365216,57835,5,2,5,0,feca,VEN,04,Maracay,201.208.19.97,,,0,,0.6,0
45365301,57866,5,3,5,0,feca,VEN,23,Maracaibo,45.179.164.99,,,0,,0.4,300
45372577,59930,0,0,0,0,feca,,,,,,,0,,1.0,0
45386429,63547,5,1,5,0,feca,ARG,07,Buenos Aires,181.44.186.50,,,0,,0.8,300
45386484,63570,15,2,7,0,feca,EGY,11,Cairo,156.217.45.204,,,0,,0.7143,300
45393426,15150235,5,2,5,0,clixsense,UKR,26,Zaporozhye,188.163.98.218,,,0,,0.6,0
45394370,15153144,5,0,5,0,clixsense,VEN,15,Guarenas,190.39.135.130,,,0,,1.0,0
45396040,E90D3250A976F565FD55B23693B99944,5,3,5,0,neodev,VEN,25,Caracas,186.167.248.180,,,0,,0.4,0
45396730,66162,0,0,0,0,feca,,,,,,,0,,1.0,0
45400684,67017,5,0,5,0,feca,VEN,03,Arichuna,190.38.207.123,,,0,,1.0,300
45403728,CE26BA6567C13C3A23F77D1F6B68FDEC,0,0,0,0,neodev,,,,,,,0,,1.0,0
45403996,693F85FAD1220D2AA72773646D413314,5,0,5,0,neodev,VEN,25,Caracas,186.167.242.193,,,0,,1.0,0
45405002,68458,5,3,5,0,feca,VEN,14,Caño Raya,186.88.191.67,,,0,,0.4,0
45405601,68864,5,2,5,0,feca,EGY,11,Cairo,45.247.200.182,,,0,,0.6,300
45407472,69999,0,0,0,0,feca,,,,,,,0,,1.0,0
45407618,D99C81012B39BA7C4871439227C458B1,5,0,5,0,neodev,VEN,14,Mérida,186.95.141.158,,,0,,1.0,300
45408454,64524218,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45409983,78502F1DA4F9DC81951EB4356D7835FF,10,1,6,0,neodev,VEN,14,Mérida,186.95.141.158,,,0,,0.8333,300
45419705,35F9AFA7A853C8263A7EF6E57C5562DE,25,1,9,0,neodev,VEN,25,Caracas,190.73.8.7,,,0,,0.8889,400
45419876,74102,0,0,0,0,feca,,,,,,,0,,1.0,0
45421127,72245,5,1,5,0,feca,UKR,12,Kiev,31.43.141.140,,,0,,0.8,300
45426116,75418,5,1,5,0,feca,EGY,11,Cairo,156.217.250.21,,,0,,0.8,0
45426216,75440,5,1,5,0,feca,EGY,11,Cairo,41.39.165.251,,,0,,0.8,300
45432245,77304,0,0,0,0,feca,,,,,,,0,,1.0,0
45435454,78692,0,0,0,0,feca,,,,,,,0,,1.0,0
45435884,65265778,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45438608,79572,0,0,0,0,feca,,,,,,,0,,1.0,0
45445424,82027,35,0,11,0,feca,ARG,07,Buenos Aires,24.232.119.145,,,0,,1.0,420
45448569,83302,0,0,0,0,feca,,,,,,,0,,1.0,0
45451297,84427,0,0,0,0,feca,,,,,,,0,,1.0,0
45451324,84425,0,0,0,0,feca,,,,,,,0,,1.0,0
45453360,85187,5,2,5,0,feca,USA,IL,Chicago,23.82.82.121,,,0,,0.6,300
45456753,86307,15,0,7,0,feca,USA,AZ,Phoenix,23.81.61.156,,,0,,1.0,300
45459972,87235,0,0,0,0,feca,,,,,,,0,,1.0,0
45460732,87426,0,0,0,0,feca,,,,,,,0,,1.0,0
45465814,88769,35,2,11,0,feca,USA,FL,Miami,173.44.48.19,,,0,,0.8182,700
45466400,88932,5,2,5,0,feca,ARG,07,Buenos Aires,152.171.66.19,,,0,,0.6,300
45474934,92226,5,3,5,0,feca,VEN,17,Porlamar,190.79.0.53,,,0,,0.4,300
45485962,95781,5,0,5,0,feca,USA,AZ,Goodyear,207.66.112.210,,,0,,1.0,0
45485966,95791,5,1,5,0,feca,VEN,25,Caracas,190.79.72.245,,,0,,0.8,0
45496034,A2D3B94CE3FE6E6E6B390050D52FDAD3,0,0,0,0,neodev,,,,,,,0,,1.0,0
45498012,66491964,5,1,5,0,clixsense,USA,VA,Manassas,23.105.1.75,,,0,,0.8,300
45498669,100102,0,0,0,0,feca,,,,,,,0,,1.0,0
45501058,101305,0,0,0,0,feca,,,,,,,0,,1.0,0
45501529,101449,0,0,0,0,feca,,,,,,,0,,1.0,0
45505979,CC23B1B692E7D6963EE02C28A6EE4B57,5,2,5,0,neodev,VEN,03,Arichuna,201.242.49.102,,,0,,0.6,300
45506112,102435,0,0,0,0,feca,,,,,,,0,,1.0,0
45506786,85779,0,0,0,0,feca,,,,,,,0,,1.0,0
45524162,A871BAB159FE9BD7204CFC72B9696897,0,0,0,0,neodev,,,,,,,0,,1.0,0
45535292,108764,0,0,0,0,feca,,,,,,,0,,1.0,0
45540747,110034,5,1,5,0,feca,VEN,02,Bergantín,186.89.218.63,,,0,,0.8,300
45540986,110098,5,0,5,0,feca,USA,VA,Manassas,172.241.234.231,,,0,,1.0,0
45541643,110458,10,1,6,0,feca,USA,IL,Chicago,23.81.152.163,,,0,,0.8333,300
45541666,110482,0,0,0,0,feca,,,,,,,0,,1.0,0
45547170,112083,5,0,5,0,feca,VEN,"","",190.76.63.89,,,0,,1.0,0
45549692,112937,0,0,0,0,feca,,,,,,,0,,1.0,0
45555857,67630479,5,0,5,0,clixsense,VEN,14,Mérida,186.95.141.158,,,0,,1.0,0
45561480,67757606,10,1,6,0,clixsense,BRA,06,Fortaleza,177.184.142.122,,,0,,0.8333,300
45566949,117113,10,2,6,0,feca,VEN,25,Caracas,186.167.242.35,,,0,,0.6667,300
45571794,67995652,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45581496,120724,0,0,0,0,feca,,,,,,,0,,1.0,0
45585766,14652,20,1,8,0,feca,BRA,30,Recife,186.223.147.45,,,0,,0.875,300
45596860,124176,0,0,0,0,feca,,,,,,,0,,1.0,0
45597733,124686,5,4,5,0,feca,USA,IL,Chicago,23.81.152.163,,,0,,0.2,300
45598105,124936,5,3,5,0,feca,USA,IL,Chicago,23.81.152.163,,,0,,0.4,300
45598228,124921,0,0,0,0,feca,,,,,,,0,,1.0,0
45598568,125225,0,0,0,0,feca,,,,,,,0,,1.0,0
45599659,125900,0,0,0,0,feca,,,,,,,0,,1.0,0
45599928,126069,0,0,0,0,feca,,,,,,,0,,1.0,0
45600580,126471,0,0,0,0,feca,,,,,,,0,,1.0,0
45601618,127027,25,0,9,0,feca,COL,02,Medellin,181.51.32.237,,,0,,1.0,500
45601620,126105,0,0,0,0,feca,,,,,,,0,,1.0,0
45602221,127374,0,0,0,0,feca,,,,,,,0,,1.0,0
45602765,127738,15,1,7,0,feca,USA,NY,New York,23.108.18.200,,,0,,0.8571,300
45604336,AE6F5818230C6BEE999200CE4C413AA0,0,0,0,0,neodev,,,,,,,0,,1.0,0
45613274,130302,5,2,5,0,feca,MDA,57,Chisinau,92.115.85.203,,,0,,0.6,0
45615230,128414,0,0,0,0,feca,,,,,,,0,,1.0,0
45622421,69040039,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45627065,133577,5,4,5,0,feca,VEN,04,Maracay,186.95.73.70,,,0,,0.2,0
45632548,134952,5,2,5,0,feca,USA,AZ,Phoenix,23.81.55.46,,,0,,0.6,300
45634951,69401972,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45634966,69402311,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45634981,69402565,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45643198,137645,5,3,5,0,feca,USA,NJ,Clifton,104.131.19.173,,,0,,0.4,300
45646076,138236,5,0,5,0,feca,VEN,06,Agua Salada,190.198.148.10,,,0,,1.0,0
45649620,139051,5,4,5,0,feca,USA,AZ,Chandler,23.83.129.202,,,0,,0.2,300
45653549,139983,0,0,0,0,feca,,,,,,,0,,1.0,0
45654252,140182,5,3,5,0,feca,USA,AZ,Phoenix,23.81.55.213,,,0,,0.4,0
45656650,140780,5,1,5,0,feca,VEN,06,Agua Salada,190.198.148.10,,,0,,0.8,300
45663796,143557,0,0,0,0,feca,,,,,,,0,,1.0,0
45665770,144043,5,1,5,0,feca,USA,IL,Chicago,23.82.82.121,,,0,,0.8,300
45666558,70788942,10,0,6,0,clixsense,VEN,25,Caracas,186.167.248.139,,,0,,1.0,600
45668978,144645,0,0,0,0,feca,,,,,,,0,,1.0,0
45669066,144664,0,0,0,0,feca,,,,,,,0,,1.0,0
45674896,145714,5,0,5,0,feca,VEN,06,Agua Salada,190.198.148.10,,,0,,1.0,0
45676276,145971,0,0,0,0,feca,,,,,,,0,,1.0,0
45679965,146710,0,0,0,0,feca,,,,,,,0,,1.0,0
45680005,146727,0,0,0,0,feca,,,,,,,0,,1.0,0
45680008,146728,5,3,5,0,feca,VEN,04,Maracay,186.95.73.70,,,0,,0.4,300
45682568,71253504,0,0,0,0,clixsense,,,,,,,0,,1.0,0
45685916,147886,0,0,0,0,feca,,,,,,,0,,1.0,0
45691648,148732,0,0,0,0,feca,,,,,,,0,,1.0,0
45695802,71508328,15,1,7,0,clixsense,VEN,25,Caracas,190.79.117.47,,,0,,0.8571,300
45697374,149709,0,0,0,0,feca,,,,,,,0,,1.0,0
45697476,71568943,5,2,5,0,clixsense,USA,GA,Atlanta,104.129.18.251,,,0,,0.6,300
45697816,149783,5,0,5,0,feca,VEN,14,Mérida,190.36.110.22,,,0,,1.0,300
45698176,71640727,10,1,6,0,clixsense,USA,FL,Miami,173.44.36.169,,,0,,0.8333,300
45699688,150121,0,0,0,0,feca,,,,,,,0,,1.0,0
45702474,150741,0,0,0,0,feca,,,,,,,0,,1.0,0
45704516,151488,0,0,0,0,feca,,,,,,,0,,1.0,0
45706274,151938,0,0,0,0,feca,,,,,,,0,,1.0,0
